"","X1200","X600","X500","X100"
"(Intercept)",25.5004780390162,44.6258561666793,102.658456752937,101.125520374388
"SmokeFormer Smoker",3.49791175990669,13.7768348750161,0.230579337768851,0.41366193425638
"SmokeNever Smoked",3.32838999595275,9.62491267306232,-3.29729024963158,-1.48460875396564
